customer_id,gender,senior,partner,dependents,phone_service,internet_service,contract_type,payment_type,monthly_charges,total_charges,churn,tenure,is_female,has_churned,has_phone,has_internet,has_phone_and_internet,partner_dependents,Excel functions -> Exercise3,average_monthly_charges,Excel functions -> Exercise4,contract_type,phone_type,internet_type,service_type
6823-SIDFQ,Male,0,No,No,1,0,1,Credit card (automatic),$18.25 ,$534.70 ,No,29,FALSE,FALSE,TRUE,FALSE,FALSE,0,20170902,$18.25 ,TRUE,1 Year,One Line,No Internet Service,Phone Only
6821-JPCDC,Female,0,Yes,No,1,2,1,Electronic check,$97.05 ,"$4,692.95 ",No,48,TRUE,FALSE,TRUE,TRUE,TRUE,1,20160201,$97.05 ,TRUE,1 Year,One Line,Fiber Optic,Phone+Internet
6821-BUXUX,Female,0,No,No,2,2,0,Electronic check,$96.65 ,"$1,244.50 ",Yes,13,TRUE,TRUE,TRUE,TRUE,TRUE,0,20190115,$96.65 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
6818-WOBHJ,Female,1,Yes,No,2,2,0,Bank transfer (automatic),$89.60 ,"$6,127.60 ",Yes,68,TRUE,TRUE,TRUE,TRUE,TRUE,1,20140601,$89.60 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
6818-DJXAA,Female,0,No,Yes,1,2,0,Electronic check,$91.10 ,$964.35 ,No,11,TRUE,FALSE,TRUE,TRUE,TRUE,2,20190326,$91.10 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
6817-WTYHE,Male,0,No,No,1,1,0,Bank transfer (automatic),$44.90 ,$111.05 ,No,2,FALSE,FALSE,TRUE,TRUE,TRUE,0,20191127,$44.90 ,TRUE,Month-to-Month,One Line,DSL,Phone+Internet
6815-ABQFQ,Male,0,Yes,No,2,2,1,Electronic check,$107.25 ,"$6,033.30 ",No,56,FALSE,FALSE,TRUE,TRUE,TRUE,1,20150605,$107.25 ,TRUE,1 Year,Two or More Lines,Fiber Optic,Phone+Internet
6814-ZPWFQ,Male,1,No,No,2,0,1,Bank transfer (automatic),$25.00 ,"$1,260.70 ",No,50,FALSE,FALSE,TRUE,FALSE,FALSE,0,20151130,$25.00 ,TRUE,1 Year,Two or More Lines,No Internet Service,Phone Only
6813-GZQCG,Female,0,Yes,Yes,2,0,2,Credit card (automatic),$24.65 ,"$1,171.30 ",No,48,TRUE,FALSE,TRUE,FALSE,FALSE,3,20160226,$24.65 ,TRUE,2 Year,Two or More Lines,No Internet Service,Phone Only
6810-VCAEX,Female,0,No,No,0,1,1,Credit card (automatic),$39.65 ,"$1,798.65 ",No,45,TRUE,FALSE,FALSE,TRUE,FALSE,0,20160502,$39.65 ,TRUE,1 Year,No Phone Service,DSL,Internet Only
6807-SIWJI,Male,0,No,No,2,2,1,Electronic check,$104.85 ,"$3,887.25 ",No,37,FALSE,FALSE,TRUE,TRUE,TRUE,0,20170109,$104.85 ,TRUE,1 Year,Two or More Lines,Fiber Optic,Phone+Internet
6806-YDEUL,Female,1,No,No,1,0,0,Bank transfer (automatic),$19.50 ,$106.80 ,No,5,TRUE,FALSE,TRUE,FALSE,FALSE,0,20190828,$19.50 ,TRUE,Month-to-Month,One Line,No Internet Service,Phone Only
6804-GDMOI,Female,0,No,No,2,2,2,Electronic check,$106.60 ,"$6,428.40 ",Yes,60,TRUE,TRUE,TRUE,TRUE,TRUE,0,20150202,$106.60 ,TRUE,2 Year,Two or More Lines,Fiber Optic,Phone+Internet
6797-UCJHZ,Female,1,Yes,No,2,2,1,Credit card (automatic),$104.60 ,"$6,819.45 ",No,65,TRUE,FALSE,TRUE,TRUE,TRUE,1,20140906,$104.60 ,TRUE,1 Year,Two or More Lines,Fiber Optic,Phone+Internet
6797-LNAQX,Male,0,Yes,Yes,2,2,2,Bank transfer (automatic),$98.30 ,"$6,859.50 ",Yes,70,FALSE,TRUE,TRUE,TRUE,TRUE,3,20140420,$98.30 ,TRUE,2 Year,Two or More Lines,Fiber Optic,Phone+Internet
6794-HKIAJ,Male,0,No,No,2,2,0,Bank transfer (automatic),$90.70 ,"$5,586.45 ",No,62,FALSE,FALSE,TRUE,TRUE,TRUE,0,20141225,$90.70 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
6791-YBNAK,Male,0,Yes,Yes,0,1,0,Credit card (automatic),$25.55 ,$467.85 ,No,18,FALSE,FALSE,FALSE,TRUE,FALSE,3,20180803,$25.55 ,TRUE,Month-to-Month,No Phone Service,DSL,Internet Only
6789-HJBWG,Female,0,No,No,1,1,0,Electronic check,$49.40 ,$611.65 ,No,12,TRUE,FALSE,TRUE,TRUE,TRUE,0,20190130,$49.40 ,TRUE,Month-to-Month,One Line,DSL,Phone+Internet
6786-OBWQR,Female,0,Yes,Yes,1,2,0,Electronic check,$80.85 ,$356.10 ,No,4,TRUE,FALSE,TRUE,TRUE,TRUE,3,20190930,$80.85 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
6784-XYJAE,Female,0,No,No,2,1,1,Electronic check,$55.80 ,"$1,941.50 ",No,35,TRUE,FALSE,TRUE,TRUE,TRUE,0,20170319,$55.80 ,TRUE,1 Year,Two or More Lines,DSL,Phone+Internet
6778-YSNIH,Female,0,No,No,1,1,0,Electronic check,$59.00 ,$114.15 ,No,2,TRUE,FALSE,TRUE,TRUE,TRUE,0,20191214,$59.00 ,TRUE,Month-to-Month,One Line,DSL,Phone+Internet
6778-JFCMK,Male,0,No,No,0,1,1,Mailed check,$50.60 ,"$1,288.75 ",No,25,FALSE,FALSE,FALSE,TRUE,FALSE,0,20171228,$50.60 ,TRUE,1 Year,No Phone Service,DSL,Internet Only
6778-EICRF,Male,0,Yes,Yes,2,1,1,Mailed check,$74.80 ,"$1,821.20 ",No,24,FALSE,FALSE,TRUE,TRUE,TRUE,3,20180131,$74.80 ,TRUE,1 Year,Two or More Lines,DSL,Phone+Internet
6777-TGHTM,Female,0,No,No,2,2,1,Credit card (automatic),$106.95 ,"$5,785.50 ",Yes,54,TRUE,TRUE,TRUE,TRUE,TRUE,0,20150810,$106.95 ,TRUE,1 Year,Two or More Lines,Fiber Optic,Phone+Internet
6776-TLWOI,Male,0,No,No,1,0,0,Mailed check,$19.85 ,$64.55 ,Yes,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,20191104,$19.85 ,TRUE,Month-to-Month,One Line,No Internet Service,Phone Only
6773-LQTVT,Female,1,Yes,Yes,0,1,0,Mailed check,$35.65 ,"$1,025.15 ",No,29,TRUE,FALSE,FALSE,TRUE,FALSE,3,20170919,$35.65 ,TRUE,Month-to-Month,No Phone Service,DSL,Internet Only
6772-WFQRD,Male,0,No,Yes,1,0,1,Bank transfer (automatic),$20.40 ,$854.90 ,No,42,FALSE,FALSE,TRUE,FALSE,FALSE,2,20160815,$20.40 ,TRUE,1 Year,One Line,No Internet Service,Phone Only
6772-KSATR,Male,0,No,No,2,2,0,Electronic check,$81.70 ,$81.70 ,Yes,1,FALSE,TRUE,TRUE,TRUE,TRUE,0,20200111,$81.70 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
6771-XWBDM,Female,0,Yes,No,2,2,0,Credit card (automatic),$104.50 ,"$5,921.35 ",Yes,57,TRUE,TRUE,TRUE,TRUE,TRUE,1,20150524,$104.50 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
6770-XUAGN,Female,0,Yes,Yes,1,0,0,Electronic check,$21.00 ,$21.00 ,Yes,1,TRUE,TRUE,TRUE,FALSE,FALSE,3,20200111,$21.00 ,TRUE,Month-to-Month,One Line,No Internet Service,Phone Only
6770-UAYGJ,Female,0,Yes,Yes,2,0,2,Mailed check,$25.25 ,"$1,211.65 ",No,48,TRUE,FALSE,TRUE,FALSE,FALSE,3,20160212,$25.25 ,TRUE,2 Year,Two or More Lines,No Internet Service,Phone Only
6769-DYBQN,Male,1,No,No,1,2,0,Electronic check,$85.00 ,"$3,969.40 ",Yes,47,FALSE,TRUE,TRUE,TRUE,TRUE,0,20160322,$85.00 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
6769-DCQLI,Male,0,No,No,1,2,1,Bank transfer (automatic),$105.00 ,"$5,426.85 ",Yes,52,FALSE,TRUE,TRUE,TRUE,TRUE,0,20151022,$105.00 ,TRUE,1 Year,One Line,Fiber Optic,Phone+Internet
6766-HFKLA,Female,0,Yes,No,2,2,2,Bank transfer (automatic),$103.20 ,"$5,744.35 ",No,56,TRUE,FALSE,TRUE,TRUE,TRUE,1,20150623,$103.20 ,TRUE,2 Year,Two or More Lines,Fiber Optic,Phone+Internet
6765-MBQNU,Female,0,Yes,No,2,0,1,Mailed check,$26.00 ,$684.05 ,No,26,TRUE,FALSE,TRUE,FALSE,FALSE,1,20171202,$26.00 ,TRUE,1 Year,Two or More Lines,No Internet Service,Phone Only
6762-QVYJO,Female,0,Yes,Yes,0,1,2,Mailed check,$59.75 ,"$3,624.35 ",No,61,TRUE,FALSE,FALSE,TRUE,FALSE,3,20150122,$59.75 ,TRUE,2 Year,No Phone Service,DSL,Internet Only
6762-NSODU,Female,0,Yes,Yes,1,0,2,Credit card (automatic),$19.40 ,$958.15 ,No,49,TRUE,FALSE,TRUE,FALSE,FALSE,3,20151231,$19.40 ,TRUE,2 Year,One Line,No Internet Service,Phone Only
6754-WKSHP,Male,0,No,Yes,2,0,1,Bank transfer (automatic),$25.35 ,$723.30 ,No,29,FALSE,FALSE,TRUE,FALSE,FALSE,2,20170926,$25.35 ,TRUE,1 Year,Two or More Lines,No Internet Service,Phone Only
6754-LZUKA,Male,0,Yes,No,2,1,2,Bank transfer (automatic),$80.90 ,"$4,932.50 ",No,61,FALSE,FALSE,TRUE,TRUE,TRUE,1,20150113,$80.90 ,TRUE,2 Year,Two or More Lines,DSL,Phone+Internet
6752-APNJL,Male,0,Yes,Yes,1,1,0,Mailed check,$54.50 ,"$2,301.15 ",No,42,FALSE,FALSE,TRUE,TRUE,TRUE,3,20160805,$54.50 ,TRUE,Month-to-Month,One Line,DSL,Phone+Internet
6749-UTDVX,Male,0,No,No,2,2,2,Electronic check,$103.65 ,"$7,634.80 ",No,74,FALSE,FALSE,TRUE,TRUE,TRUE,0,20131223,$103.65 ,TRUE,2 Year,Two or More Lines,Fiber Optic,Phone+Internet
6746-WAUWT,Male,0,No,No,1,0,1,Credit card (automatic),$19.70 ,$386.50 ,No,20,FALSE,FALSE,TRUE,FALSE,FALSE,0,20180624,$19.70 ,TRUE,1 Year,One Line,No Internet Service,Phone Only
6745-JEFZB,Male,0,Yes,No,2,2,0,Credit card (automatic),$91.50 ,"$3,236.35 ",No,35,FALSE,FALSE,TRUE,TRUE,TRUE,1,20170302,$91.50 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
6743-HHQPF,Male,0,Yes,No,0,1,0,Credit card (automatic),$25.10 ,"$1,097.15 ",No,44,FALSE,FALSE,FALSE,TRUE,FALSE,1,20160621,$25.10 ,TRUE,Month-to-Month,No Phone Service,DSL,Internet Only
6741-QRLUP,Female,0,No,No,2,1,2,Credit card (automatic),$80.30 ,"$4,995.35 ",No,62,TRUE,FALSE,TRUE,TRUE,TRUE,0,20141206,$80.30 ,TRUE,2 Year,Two or More Lines,DSL,Phone+Internet
6741-EGCBI,Male,1,No,No,2,2,0,Credit card (automatic),$90.50 ,"$2,595.85 ",No,29,FALSE,FALSE,TRUE,TRUE,TRUE,0,20170921,$90.50 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
6738-ISCBM,Male,0,No,No,0,1,1,Electronic check,$54.00 ,"$2,440.25 ",No,45,FALSE,FALSE,FALSE,TRUE,FALSE,0,20160507,$54.00 ,TRUE,1 Year,No Phone Service,DSL,Internet Only
6736-DHUQI,Female,0,Yes,Yes,1,2,1,Bank transfer (automatic),$84.80 ,"$5,598.30 ",No,66,TRUE,FALSE,TRUE,TRUE,TRUE,3,20140812,$84.80 ,TRUE,1 Year,One Line,Fiber Optic,Phone+Internet
6734-PSBAW,Male,0,Yes,No,2,0,2,Bank transfer (automatic),$23.55 ,"$1,723.95 ",No,73,FALSE,FALSE,TRUE,FALSE,FALSE,1,20140106,$23.55 ,TRUE,2 Year,Two or More Lines,No Internet Service,Phone Only
6734-JDTTV,Male,0,Yes,Yes,1,0,2,Credit card (automatic),$19.85 ,"$1,267.05 ",No,64,FALSE,FALSE,TRUE,FALSE,FALSE,3,20141018,$19.85 ,TRUE,2 Year,One Line,No Internet Service,Phone Only
6734-GMPVK,Male,0,No,No,2,2,0,Electronic check,$105.30 ,$550.60 ,No,5,FALSE,FALSE,TRUE,TRUE,TRUE,0,20190904,$105.30 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
6734-FQAJX,Male,1,No,No,1,2,2,Electronic check,$105.05 ,"$7,171.70 ",No,68,FALSE,FALSE,TRUE,TRUE,TRUE,0,20140605,$105.05 ,TRUE,2 Year,One Line,Fiber Optic,Phone+Internet
6734-CKRSM,Female,0,No,No,1,0,0,Mailed check,$20.00 ,$63.60 ,No,3,TRUE,FALSE,TRUE,FALSE,FALSE,0,20191106,$20.00 ,TRUE,Month-to-Month,One Line,No Internet Service,Phone Only
6733-LRIZX,Male,0,No,No,2,2,2,Electronic check,$108.95 ,"$4,025.50 ",No,37,FALSE,FALSE,TRUE,TRUE,TRUE,0,20170113,$108.95 ,TRUE,2 Year,Two or More Lines,Fiber Optic,Phone+Internet
6732-VAILE,Male,0,Yes,Yes,2,1,2,Credit card (automatic),$85.95 ,"$5,931.75 ",No,69,FALSE,FALSE,TRUE,TRUE,TRUE,3,20140513,$85.95 ,TRUE,2 Year,Two or More Lines,DSL,Phone+Internet
6732-FZUGP,Female,0,No,No,2,2,1,Credit card (automatic),$94.90 ,"$4,615.25 ",No,49,TRUE,FALSE,TRUE,TRUE,TRUE,0,20160123,$94.90 ,TRUE,1 Year,Two or More Lines,Fiber Optic,Phone+Internet
6729-GDNGC,Female,1,No,No,1,2,0,Bank transfer (automatic),$80.70 ,"$1,614.20 ",No,20,TRUE,FALSE,TRUE,TRUE,TRUE,0,20180612,$80.70 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
6729-FZWSY,Male,0,No,No,1,0,1,Mailed check,$19.45 ,"$1,195.95 ",No,61,FALSE,FALSE,TRUE,FALSE,FALSE,0,20141228,$19.45 ,TRUE,1 Year,One Line,No Internet Service,Phone Only
6728-WYQBC,Male,0,No,No,1,0,0,Bank transfer (automatic),$20.95 ,$20.95 ,No,1,FALSE,FALSE,TRUE,FALSE,FALSE,0,20200111,$20.95 ,TRUE,Month-to-Month,One Line,No Internet Service,Phone Only
6728-VOIFY,Female,0,Yes,No,1,2,1,Electronic check,$96.00 ,"$6,109.75 ",No,64,TRUE,FALSE,TRUE,TRUE,TRUE,1,20141024,$96.00 ,TRUE,1 Year,One Line,Fiber Optic,Phone+Internet
6728-DKUCO,Female,0,Yes,Yes,2,2,1,Electronic check,$104.15 ,"$7,303.05 ",No,70,TRUE,FALSE,TRUE,TRUE,TRUE,3,20140410,$104.15 ,TRUE,1 Year,Two or More Lines,Fiber Optic,Phone+Internet
6728-CZFEI,Female,0,No,No,1,1,1,Mailed check,$56.15 ,$931.90 ,No,17,TRUE,FALSE,TRUE,TRUE,TRUE,0,20180924,$56.15 ,TRUE,1 Year,One Line,DSL,Phone+Internet
6727-IOTLZ,Male,0,Yes,No,1,1,2,Mailed check,$81.95 ,"$1,181.75 ",No,14,FALSE,FALSE,TRUE,TRUE,TRUE,1,20181129,$81.95 ,TRUE,2 Year,One Line,DSL,Phone+Internet
6726-WEXXK,Male,1,Yes,No,2,2,1,Electronic check,$85.90 ,"$2,220.10 ",No,26,FALSE,FALSE,TRUE,TRUE,TRUE,1,20171216,$85.90 ,TRUE,1 Year,Two or More Lines,Fiber Optic,Phone+Internet
6726-NNFWD,Female,1,Yes,No,1,2,2,Credit card (automatic),$89.45 ,"$6,435.25 ",No,72,TRUE,FALSE,TRUE,TRUE,TRUE,1,20140213,$89.45 ,TRUE,2 Year,One Line,Fiber Optic,Phone+Internet
6725-TPKJO,Male,0,No,No,1,0,2,Mailed check,$20.05 ,$845.25 ,No,42,FALSE,FALSE,TRUE,FALSE,FALSE,0,20160807,$20.05 ,TRUE,2 Year,One Line,No Internet Service,Phone Only
6723-WSNTY,Female,1,Yes,No,2,2,1,Credit card (automatic),$108.10 ,"$7,181.95 ",No,66,TRUE,FALSE,TRUE,TRUE,TRUE,1,20140731,$108.10 ,TRUE,1 Year,Two or More Lines,Fiber Optic,Phone+Internet
6723-CEGQI,Female,0,No,Yes,0,1,2,Mailed check,$45.25 ,"$2,933.95 ",No,65,TRUE,FALSE,FALSE,TRUE,FALSE,2,20140917,$45.25 ,TRUE,2 Year,No Phone Service,DSL,Internet Only
6719-OXYBR,Male,0,No,No,1,2,0,Electronic check,$85.30 ,"$1,219.85 ",No,14,FALSE,FALSE,TRUE,TRUE,TRUE,0,20181203,$85.30 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
6719-FGEDO,Female,0,Yes,No,2,2,2,Bank transfer (automatic),$97.00 ,"$7,104.20 ",No,73,TRUE,FALSE,TRUE,TRUE,TRUE,1,20140105,$97.00 ,TRUE,2 Year,Two or More Lines,Fiber Optic,Phone+Internet
6718-BDGHG,Female,0,Yes,No,2,1,1,Bank transfer (automatic),$64.85 ,"$2,908.20 ",No,45,TRUE,FALSE,TRUE,TRUE,TRUE,1,20160517,$64.85 ,TRUE,1 Year,Two or More Lines,DSL,Phone+Internet
6715-OFDBP,Male,0,No,No,1,1,0,Electronic check,$70.05 ,$346.40 ,Yes,5,FALSE,TRUE,TRUE,TRUE,TRUE,0,20190913,$70.05 ,TRUE,Month-to-Month,One Line,DSL,Phone+Internet
6713-OKOMC,Female,0,No,No,0,1,0,Mailed check,$29.75 ,$301.90 ,No,10,TRUE,FALSE,FALSE,TRUE,FALSE,0,20190408,$29.75 ,TRUE,Month-to-Month,No Phone Service,DSL,Internet Only
6712-OAWRH,Female,1,No,No,1,2,0,Electronic check,$91.25 ,"$2,351.80 ",Yes,26,TRUE,TRUE,TRUE,TRUE,TRUE,0,20171219,$91.25 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
6711-VTNRE,Female,0,No,No,1,2,0,Electronic check,$87.55 ,"$3,078.10 ",Yes,35,TRUE,TRUE,TRUE,TRUE,TRUE,0,20170308,$87.55 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
6711-FLDFB,Female,0,No,No,2,2,0,Electronic check,$74.90 ,$541.15 ,Yes,7,TRUE,TRUE,TRUE,TRUE,TRUE,0,20190706,$74.90 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
6710-HSJRD,Male,0,Yes,No,2,2,0,Electronic check,$114.10 ,"$7,132.15 ",No,63,FALSE,FALSE,TRUE,TRUE,TRUE,1,20141127,$114.10 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
6705-LXORM,Female,1,Yes,No,1,2,0,Electronic check,$70.05 ,$302.60 ,No,4,TRUE,FALSE,TRUE,TRUE,TRUE,1,20191002,$70.05 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
6705-LNMDD,Male,0,No,No,1,1,0,Mailed check,$50.00 ,"$1,003.05 ",No,20,FALSE,FALSE,TRUE,TRUE,TRUE,0,20180610,$50.00 ,TRUE,Month-to-Month,One Line,DSL,Phone+Internet
6704-UTUKK,Male,0,Yes,No,0,1,0,Electronic check,$45.90 ,"$1,332.40 ",No,29,FALSE,FALSE,FALSE,TRUE,FALSE,1,20170911,$45.90 ,TRUE,Month-to-Month,No Phone Service,DSL,Internet Only
6702-OHFWR,Male,1,No,No,0,1,0,Electronic check,$43.30 ,$43.30 ,Yes,1,FALSE,TRUE,FALSE,TRUE,FALSE,0,20200111,$43.30 ,TRUE,Month-to-Month,No Phone Service,DSL,Internet Only
6701-YVNQG,Male,0,Yes,No,2,1,2,Credit card (automatic),$88.70 ,"$6,301.70 ",No,71,FALSE,FALSE,TRUE,TRUE,TRUE,1,20140313,$88.70 ,TRUE,2 Year,Two or More Lines,DSL,Phone+Internet
6701-DHKWQ,Female,0,Yes,Yes,0,1,2,Credit card (automatic),$51.35 ,"$3,244.40 ",No,63,TRUE,FALSE,FALSE,TRUE,FALSE,3,20141107,$51.35 ,TRUE,2 Year,No Phone Service,DSL,Internet Only
6698-OXETB,Male,0,No,No,1,0,2,Mailed check,$20.40 ,$231.45 ,No,11,FALSE,FALSE,TRUE,FALSE,FALSE,0,20190302,$20.40 ,TRUE,2 Year,One Line,No Internet Service,Phone Only
6696-YDAYZ,Male,0,Yes,Yes,1,0,2,Mailed check,$20.50 ,$290.55 ,No,14,FALSE,FALSE,TRUE,FALSE,FALSE,3,20181206,$20.50 ,TRUE,2 Year,One Line,No Internet Service,Phone Only
6695-FRVEC,Male,0,Yes,Yes,1,1,2,Bank transfer (automatic),$60.40 ,"$3,953.70 ",No,65,FALSE,FALSE,TRUE,TRUE,TRUE,3,20140829,$60.40 ,TRUE,2 Year,One Line,DSL,Phone+Internet
6695-AMZUF,Female,0,Yes,No,1,1,2,Credit card (automatic),$86.45 ,"$5,950.20 ",No,69,TRUE,FALSE,TRUE,TRUE,TRUE,1,20140519,$86.45 ,TRUE,2 Year,One Line,DSL,Phone+Internet
6693-FRIRW,Male,0,No,No,1,2,0,Credit card (automatic),$101.30 ,"$1,794.65 ",No,18,FALSE,FALSE,TRUE,TRUE,TRUE,0,20180821,$101.30 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
6693-DJWTY,Female,0,No,Yes,1,1,1,Credit card (automatic),$55.60 ,"$2,016.45 ",No,36,TRUE,FALSE,TRUE,TRUE,TRUE,2,20170202,$55.60 ,TRUE,1 Year,One Line,DSL,Phone+Internet
6692-YQHXC,Male,0,No,No,1,2,0,Credit card (automatic),$69.95 ,"$1,205.50 ",No,17,FALSE,FALSE,TRUE,TRUE,TRUE,0,20180904,$69.95 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
6692-UDPJC,Female,0,Yes,Yes,2,2,0,Electronic check,$91.65 ,"$1,301.00 ",Yes,14,TRUE,TRUE,TRUE,TRUE,TRUE,3,20181206,$91.65 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
6691-CCIHA,Female,0,Yes,No,2,1,2,Electronic check,$84.95 ,"$5,150.55 ",No,61,TRUE,FALSE,TRUE,TRUE,TRUE,1,20150123,$84.95 ,TRUE,2 Year,Two or More Lines,DSL,Phone+Internet
6689-VRRTK,Female,1,No,No,2,2,1,Credit card (automatic),$109.80 ,"$4,860.35 ",No,44,TRUE,FALSE,TRUE,TRUE,TRUE,0,20160604,$109.80 ,TRUE,1 Year,Two or More Lines,Fiber Optic,Phone+Internet
6689-TCZHQ,Female,1,No,No,1,2,0,Electronic check,$78.95 ,$378.40 ,Yes,5,TRUE,TRUE,TRUE,TRUE,TRUE,0,20190918,$78.95 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
6689-KXGBO,Female,0,No,No,1,1,0,Electronic check,$50.55 ,$50.55 ,Yes,1,TRUE,TRUE,TRUE,TRUE,TRUE,0,20200111,$50.55 ,TRUE,Month-to-Month,One Line,DSL,Phone+Internet
6688-UZPWD,Female,0,Yes,No,2,2,0,Electronic check,$102.00 ,"$1,145.35 ",Yes,11,TRUE,TRUE,TRUE,TRUE,TRUE,1,20190306,$102.00 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
6686-YPGHK,Male,1,No,No,1,2,0,Mailed check,$85.50 ,"$4,042.30 ",Yes,47,FALSE,TRUE,TRUE,TRUE,TRUE,0,20160304,$85.50 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
6685-XSHHU,Male,0,Yes,Yes,1,0,2,Bank transfer (automatic),$20.95 ,"$1,270.55 ",No,61,FALSE,FALSE,TRUE,FALSE,FALSE,3,20150123,$20.95 ,TRUE,2 Year,One Line,No Internet Service,Phone Only
6685-GBWJZ,Male,0,Yes,No,1,1,1,Credit card (automatic),$70.80 ,"$4,448.80 ",No,63,FALSE,FALSE,TRUE,TRUE,TRUE,1,20141117,$70.80 ,TRUE,1 Year,One Line,DSL,Phone+Internet
6683-VLCTZ,Male,1,No,No,2,2,0,Electronic check,$98.55 ,"$1,842.80 ",Yes,19,FALSE,TRUE,TRUE,TRUE,TRUE,0,20180722,$98.55 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
6682-VCIXC,Female,0,Yes,Yes,0,1,1,Bank transfer (automatic),$51.25 ,"$2,151.60 ",No,42,TRUE,FALSE,FALSE,TRUE,FALSE,3,20160813,$51.25 ,TRUE,1 Year,No Phone Service,DSL,Internet Only
6682-QJDGB,Male,0,No,Yes,1,1,0,Mailed check,$55.25 ,"$2,139.20 ",Yes,39,FALSE,TRUE,TRUE,TRUE,TRUE,2,20161120,$55.25 ,TRUE,Month-to-Month,One Line,DSL,Phone+Internet
6681-ZSEXG,Male,0,Yes,No,2,1,2,Credit card (automatic),$59.50 ,"$3,389.25 ",No,57,FALSE,FALSE,TRUE,TRUE,TRUE,1,20150515,$59.50 ,TRUE,2 Year,Two or More Lines,DSL,Phone+Internet
6680-WKXRZ,Female,0,No,No,2,2,0,Bank transfer (automatic),$74.40 ,$215.80 ,Yes,3,TRUE,TRUE,TRUE,TRUE,TRUE,0,20191114,$74.40 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
6680-NENYN,Female,0,No,No,2,2,2,Electronic check,$104.60 ,"$4,759.85 ",Yes,46,TRUE,TRUE,TRUE,TRUE,TRUE,0,20160427,$104.60 ,TRUE,2 Year,Two or More Lines,Fiber Optic,Phone+Internet
6674-KVJHG,Female,0,No,No,2,0,1,Electronic check,$25.20 ,$245.15 ,No,10,TRUE,FALSE,TRUE,FALSE,FALSE,0,20190421,$25.20 ,TRUE,1 Year,Two or More Lines,No Internet Service,Phone Only
6671-NGWON,Female,0,No,No,1,0,0,Mailed check,$20.35 ,$150.60 ,No,7,TRUE,FALSE,TRUE,FALSE,FALSE,0,20190630,$20.35 ,TRUE,Month-to-Month,One Line,No Internet Service,Phone Only
6670-MFRPK,Male,0,Yes,Yes,2,2,2,Credit card (automatic),$79.20 ,"$5,420.65 ",No,68,FALSE,FALSE,TRUE,TRUE,TRUE,3,20140531,$79.20 ,TRUE,2 Year,Two or More Lines,Fiber Optic,Phone+Internet
6668-CNMFP,Female,0,Yes,Yes,2,2,1,Bank transfer (automatic),$89.35 ,"$1,686.85 ",No,19,TRUE,FALSE,TRUE,TRUE,TRUE,3,20180716,$89.35 ,TRUE,1 Year,Two or More Lines,Fiber Optic,Phone+Internet
6664-FPDAC,Female,1,No,No,2,2,1,Electronic check,$111.95 ,"$6,418.90 ",Yes,57,TRUE,TRUE,TRUE,TRUE,TRUE,0,20150503,$111.95 ,TRUE,1 Year,Two or More Lines,Fiber Optic,Phone+Internet
6663-JOCQO,Male,0,Yes,Yes,2,1,1,Bank transfer (automatic),$75.25 ,"$2,344.50 ",No,31,FALSE,FALSE,TRUE,TRUE,TRUE,3,20170708,$75.25 ,TRUE,1 Year,Two or More Lines,DSL,Phone+Internet
6661-HBGWL,Female,1,No,No,2,2,0,Bank transfer (automatic),$104.75 ,"$4,323.45 ",Yes,41,TRUE,TRUE,TRUE,TRUE,TRUE,0,20160903,$104.75 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
